Item,Example,Incorrect Word (Semantics),Incorrect Word (Grammaticality),Missing Word (Semantics),Missing Word (Grammaticality),Named Entity,NE - Person,NE - Location,NE - Organization,NE - Event,NE - Other,Word Order,Factoid,Word Repetition,Collocation,Unknown Words/Misspellings,"Context (Register, Coreference, etc.)",Notes
45,B,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"""strong fan"", missing ""many times more"", ""friends he meet online"""
45,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""in-depth"" -> ""deep"", ""number of people online"" -> ""online contacts"""
46,A,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"""Products... is"" agreement, missing ""typically"""
46,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""it is understood"" -> ""it is reported"""
48,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""only allowed to return"" is too strong"
49,A,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,"inconsistent reversal of Wang Dong's name, source doesn't say anything about Liu and Dong Wang getting heated, ""were both"" -> ""both were"""
49,B,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"""the yellow card one after another"" -> ""yellow cards"""
49,C,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,"""Krimetz"" -> Krimets, spacing for Chinese names, incoherent semantically and gramatically, missing information on both receiving yellow cards"
50,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,B,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"""respiratory"" -> ""respiratory medicine"", fragment"
50,C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"missing ""volunteer medical"""
51,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,C,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"""mini floats mobile"" -> ""mini flower card"", missing information that the event was fulfilling"
52,A,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"missing what about the NBA Simmons has to adapt to, combining two independent clauses with a comma, missing ""long-term"""
52,B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"""won't be right away"" - something is weird about this formality, missing ""fully recover"""
52,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,A,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,"Gracia -> Grecia, ""budding"" is wrong"
53,B,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Gracia -> Grecia
53,C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"""tropical feel"" - needs more information about what kind of tropical feel"
54,A,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,"Gracia -> Grecia, ""it"" -> ""her"""
54,B,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"wrong date, ""press release"" -> ""press conference"", missing that the beak is plastic"
54,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Gracia -> Grecia
55,A,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"Missing that Zhang Binbin and her mother share the same last name, quotation should ideally convey the persuasion (""kids"" -> ""persuaders"")"
55,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Gender of Zhang Binbin wrong, ""novelists"" -> persuaders"
56,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Missing that all this took place at the beginning of her career
56,B,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Ungrammatical - ""began shooting career path several `reversal`"""
56,C,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Missing ""girl"", weird wording ""as she had `Beautiful Hands`"""
57,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""were eliminated"" -> ""withdrew"""
57,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,C,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"""all four"" -> ""the top four"", ""Monday"" -> ""the 11th"""
58,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,B,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"""Zhang Binbin and because of the delay into the national team"", ""once because there was no hope"" - ordering is off"
58,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"""being in"" -> ""joining"", ""once again"" - most likely many times because it took a long time to get to the national team, ""once again"" -> ""at one point"""
59,A,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"""Aging Problem Commission"", ""released notice"""
59,B,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"""Half-price Public Transportation of City Buses"" -> ""on City Buses"", missed information about the policy being preferential"
59,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""the preferential policy officially implemented from September 1 this year"""
60,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,B,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"""Dooley"" -> ""Du Li"""
60,C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"""for training and prepare for..."""
61,A,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"""floating in the palm of your hand"" -> ""light"", missing ""on behalf of"", ""woman surnamed Liu"", ""described... in regards to"""
61,B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""at Antwerp"" -> ""in Antwerp"", ""domestic media"" -> ""mainland media"", ""was describing"" -> ""described"""
61,C,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"missing ""on behalf of..."", ""a light handful, worth nearly a million dollars"" fragment"
62,A,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,"""newly constructed train station"" -> ""Xinzhu train station"", ""trips"" -> ""trains"", ""84 train cars"" -> ""84 trains"", ""84%"" -> ""47%"", ""of which"" -> ""including"", missing ""Central Asia"""
62,B,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"""had a total... traveled to"", missing ""export"""
62,C,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"""vehicles"" -> ""railcars"", 84 refers to trains not exported goods"
63,A,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Qiwangdianzi -> Qiujiadianzi
63,B,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"Qiujiadian -> Qiujiadianzi, ""free medical services"" -> ""volunteer medical consultants"""
63,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,B,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,"""original mountain"" -> ""Yuanshan"", ""licensing"" -> ""award"", incoherent"
64,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,A,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"missing ""upper"", Chuck Hall -> Chuck Hull"
65,B,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Gracia -> Grecia
65,C,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Gracia -> Grecia
66,A,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"""the right side of free kick"" -> ""right side free kick"", ""a small angle to hit high"""
66,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"missing information about breaking through, angle of free kick"
67,A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""steel which is harder"" -> ""harder steel"" (kind of ambiguous wording)"
67,B,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Missing ""of their homes"", ""steel with stronger materials"""
67,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Missing ""to provide multiple layers of defense"", ""heavily guarded"" isn't exactly stated in the source"
68,B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Missing ""to provide multiple layers of defense"", ""internal walls"", ""cars"" -> ""vehicle barriers"", ""building"" -> ""residence"""
68,C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""provide a multiple layers of defense"""
69,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Missing ""with a bad pollution rating"""
69,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"""existing polluting companies"" - register is off"
69,C,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,"""carbon credits"" -> ""units/companies with bad pollution ratings"", ""EIA"" -> ""an EIA"", ""charged with the usage fee"""
70,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"""photo shooting"" -> ""photo shoot"", awkward ""and where you can experience"", missing that the workshops are mobile"
70,B,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"""pyelan"" -> ""Yulan"", ""not only in the format of comics to introduce"", ""scene"" -> ""venue"""
70,C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"""3D photograph area"""
71,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,A,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,"""4 after the incident"" -> ""after the incident on the 4th"", doesn't say anything about ""hit-and-run"", ""Maritime Administration"" -> ""Maritime Safety Administration"""
72,B,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"""Xiuying Port in Haikou"" -> ""Haikou Xiuying Port"" (this should be fine, though), ""Maritime Affairs Bureau"" -> ""Maritime Safety Administration"""
72,C,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"""After the incident on the 4th day"" -> ""After the incident on the 4th"""
73,A,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"fragment, ""metal"" -> ""medal"", ""woman"" -> ""women's"""
73,B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""shooting"" -> ""event"""
73,C,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,fragment
74,A,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"""Ilmaz"" -> ""Yilmaz"", ""national security"" -> ""Guoan"", ""knife break"" -> ""scored"", last part is incoherent, ""decided that the penalty"""
74,B,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"""breakthrough"" -> ""break through"", missing details about how Zheng Yourong intercepted Yilmaz"
74,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"missing ""it was reported"""
76,A,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"""Maritime Administration"" -> ""Maritime Safety Administration"""
76,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"""asset detainment"" -> ""property protection"", ""filed ... in the court"" -> ""with the court"", probably plural victim"
77,A,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"""the falsifying the clarity"", missing ""post-sale"""
77,B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"""are alleged to exist in three major problems"", ""and so on"" - weird register"
77,C,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"Missing article on news article, ""purity"" -> ""clarity"", ""post-sales guarantee"" -> ""warrantee"""
78,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,B,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Missing ""in recent years"", ""other countries and regions"""
78,C,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"""and in other countries"" -> ""and other countries"", missing ""regions"""
79,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
79,B,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"missing ""speed"", ""such as the convenience"", ""cater"" -> ""preferred by"", ""especially cater"" doesn't match at all with the subject, previous sentence included in the candidate selection for some odd reason (not counted)"
79,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,relative clause in an awkward place (not counted but arguably word order)
80,A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"never said anything about ""medal-winning"" in source, missing ""in preliminary rounds"""
80,B,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"""11 day and night"" -> ""on the night of the 11th"", ""the Zhang Donghong couple"", ""the daughter"" -> ""his daughter"", ""all the way to catch up"", incoherent"
80,C,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"""a number of"" - could be more specific ""dozens"", missing ""in preliminary/previous rounds"""
81,A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"missing ""learning"" associated with traditional crafts"
