file_id,file_order,task_id,task_order,wmt_article,wmt_line,src,A,B,A_origin,B_origin
1d,35,cd,5,50,694:700,据台湾媒体报道，台“行政院长”林全昨天上午宣布，“政党及其附随组织不当取得财产处理条例”自今天起生效。 国民党副主席詹启贤则表示，“一个一百多年历史的国民党，有社会的承诺跟责任，不会这样就倒闭”。 林全强调，如果政党、附随组织或受托管理人等违反条例所定禁止处分的规定，委员会将依职权调查并“依法”处分、裁罚。 林全也宣布不当党产委员会的副主委人选，将由台“廉政署副署长”洪培根担任。 他说，由顾立雄担任不当党产委员会主委是不二人选，借用洪培根过去查察相关重大案件的经验，将作为委员会清查相关不当党产案件的基础。 詹启贤认为，今天只要还有党产，没有人会给你社会捐款，若党产统统被充公收走，国民党刚好可请求社会支持与赞助，“今天真的没有了才有机会去要”。 詹启贤也强调，就算不当党产条例上路后，国民党党产没被完全充公、没收，剩下的仍会依承诺捐出去，让党产准归零，党要一切从零开始。,"Taiwan's ""Executive Premier"" Lin Quan announced yesterday morning that ""the regulations governing the improper acquisition of property by political parties and their affiliated organizations"" will take effect from today, according to Taiwanese media reports. Zhan Qixian, vice chairman of the Kuomintang, said: ""A Kuomintang with a history of more than 100 years has social commitments and responsibilities, and will not fail in this way."" Lin stressed that if political parties, affiliated organizations or trustees violate the prohibition against punishment stipulated in the regulations, the committee will investigate ex officio and punish them ""in accordance with the law."" Lin also announced that he would not be the vice chairman of the party's property committee, and that Hung Pei-kan, Taiwan's ""deputy director of the Independent Commission Against Corruption,"" would be appointed to the post. He said that Gu Lixiong is the only person to serve as the chairman of the inappropriate party property committee. Borrowing from Hong Bacon's past experience in inspecting relevant major cases, it will serve as the basis for the committee to identify relevant cases of improper party property. Jen Chih-hsien believes that as long as there are still party properties today, no one will give you social donations. If all party properties are confiscated and taken away, the Kuomintang can just ask for social support and sponsorship. Zhan Qixian also stressed that even if improper party property regulations on the road, the Kuomintang party property has not been completely confiscated, confiscated, the rest will still be donated in accordance with the commitment, so that the party will return to zero, the party should start from scratch.","The Taiwan media reported that the Taiwan's ""Premier"" Lin Chuan announced yesterday morning that ""the political party and its accompanying organization's improper acquisition of property management regulations"" took effect from today. The vice chairman of the Kuomintang, Steve Chan, said ""The KMT with a history of more than one hundred years has social commitments and responsibilities and will not be defeated just like this."" Lin Chuan emphasized that if a party, accompanying organization or trustee violates the provisions of the prohibition imposed by the regulations, the committee will investigate the case in accordance ""with the law"" and impose sanctions. Lin Chuan also announced that in regards to the selection of the vice chairman for the Ill-gotten Party Assets Settlemen Committee, ""the Deputy Commissioner of the Independent Commission Against Corruption"", Hong Peigen will be a candidate. He said that Wellington Koo was appointed as the chairman of the Ill-gotten Party Assets Settlemen Committee. Hong's experience in handling major cases in the past will serve as the basis for the committee to investigate relevant cases for the Ill-gotten Party Assets Settlemen Committee. Zhan Qixian believes that as long as there are still party campaigns, no one will give you public donations. If the party’s campaigns were all confiscated, the Kuomintang can just request public support and sponsorship. ""You will only have the chance to go ask only when there is truly nothing left today"". Zhan Qixian also emphasized that even if the Party’s campaign regulations were not properly implemented, the KMT’s campaign would  be completely taken away and confiscated, and the rest would be donated according to promises to allow the Party’s campaign to start from zero and work up from there.",mt,human_b
1d,36,cd,27,128,1574:1580,备受关注的北京奥运会男单冠军、西班牙巨星纳达尔当日在男单比赛中直落两盘战胜对手晋级八强，男双比赛也晋级决赛。 作为金满贯得主的纳达尔，对奥运会情有独钟，伤未痊愈的他，此次三线出击，斩获颇丰。 他和队友洛佩兹将在男双决赛中与罗马尼亚选手特卡乌和梅格亚争夺金牌。 里约奥运会女单项目遭遇到多名种子选手退赛，经过几天激烈的争夺，女单四强１１日全部产生。 科维托娃将与普伊格争夺一张决赛的入场券，而另外一个决赛席位将在凯斯和科贝尔之间产生。 女双比赛的四强也全部产生，半决赛的对阵分别是：辛吉斯／巴辛斯基对赫拉德卡／赫拉瓦科娃；马卡洛娃／维斯尼娜对斯特里科娃／萨法洛娃。 这一天进行的混双比赛也决出了八强，不过头号种子马胡／加西亚组合的落马，以及纳豆组合的退赛，令混双比赛略有些失色。,"Rafael Nadal, the superstar from Spain, who was the champion of the men's singles in the Beijing Olympics, won 2 straight sets in the quarterfinals of the men's singles. He also reached the finals in the men's doubles. Nadal who has a Career Golden Slam is passionate about the Olympics but has not recovered from his injury. Him and his teammate Marc Lopez, will play against Florin Mergea and Horia Tecau of Romania for the gold medal in the finals of the men's doubles. In the women's singles in the Rio Olympics, many top-seeded players struggled and were eliminated. After several days of intense competition, the top 4 emerged on the 11th. Petra Kvitová will face Monica Puig for a ticket to the finals, while Madison Keys and Angelique Kerber will face each other for the other spot in the finals. The semifinals of the women's doubles has been decided and the matchups will be: Muguruza/Suárez Navarro vs Makarova/Vesnina, Šafářová/Strýcová vs Errani/Vinci. The semifinals for the mixed doubles was also decided today but the disqualification of the top seed Mahut/Garcia and the withdrawal of the Nadal pair made the mixed doubles not as exciting.","The highly regarded Beijing Olympic men's singles champion and Spanish superstar Nadal beat his opponent in straight sets to advance to the final eight in the men's singles competition on the same day, and the men's doubles competition also advanced to the final. Nadal, who is a gold slam winner with a penchant for the Olympics and has not recovered from his injuries, made the cut in a three-way strike. He and teammate Lopez will compete for the gold medal in the men's doubles final against Romania's Tecau and Megea. The women's singles event at the Rio Olympics suffered a number of seeded withdrawals, with all four of the women's singles produced on Monday after several days of intense competition. Kvitova will compete with Puig for a ticket to the final, while another finals seat will be created between Keys and Corbell. The top four of the women's doubles competition were also all produced, with the semi-finals against: Hingis / Basinsky v Hradeka / Hravakova; Makarova / Vesnina v Strykova / Safarova. The mixed doubles match, which took place on that day, also decided the top eight, although the drop of the top-seeded Mahu / Garcia combination, and the withdrawal of the Natto combination, made the mixed doubles match a little bit discoloured.",human_b,mt
1d,37,dd,6,94,1107:1107,孙福坚身为党员领导干部，理想信念丧失，严重违反党的纪律，且党的十八大后仍不收敛、不收手、顶风违纪，性质恶劣、情节严重。,"Sun Fujian was a senior member in the party who lost his ideals, made serious violations even after the 18th National Congress of the Communist Party of China, where he did not back off.","As a leading cadre of the Party, Sun Fujian lost his ideal and conviction, and severely violated Party discipline. He failed to restrain himself, refused to stop committing errors, opposed Party conduct, and violated Party discipline even after the 18th National Party Congress, the very nature of which was contemptible, and the situation grave.",human_b,human_a
1d,38,cd,13,68,871:879,昨日上午10时许，X9003次国际货运班列从西安新筑车站开出，前往哈萨克斯坦的阿拉木图。 该趟列车的开行，标志着西安铁路局自2013年开行中亚国际货运班列以来，开行车数成功突破10000车。 据了解，此班货运班列运输的货物品类涵盖工业原材料、机械设备、工业零配件、建材、食品、轻工产品六大类、共计206个品种。 截至今年8月11日，新筑车站共开行中亚班列221列、10009车，累计发运出口货物33.8万吨，其中2016年开行84列，同比增长47%。 据了解，中亚班列首趟运载的货物均为“陕西制造”，而如今，它已吸引大量的外地货源积极上列。 截至7月底，中亚班列集装箱到发量突破6.4万标箱，较2015年同期增长8%。 随着中亚班列的加密开行，西安铁路局新筑车站货运量逐年提升。 2015年，新筑车站全年货运吞吐量247.7万吨，截至2016年8月10日，货运发送量已经达到153.1万吨，较去年同期增长6.7%。 为了满足未来发展需要，西安铁路局以新筑车站为中心的西安新筑铁路综合物流中心建设规划已经出台，全力打造现代化的新筑铁路综合物流园区。,"At 10:00 a.m. yesterday morning, the X9003 international freight trains departed Xi'an Xinzhu Station and headed to Almaty, Kazakhstan. The opening of this train service marked the success of the Xi'an Railway Bureau. Since the opening of the International Freight Train service to Central Asia since 2013, the number of railcars that have travelled has exceed 10,000. It is understood that this class of freight trains covers six categories consisting of industrial raw materials, machinery and equipment, industrial spare parts, building materials, food, and light industrial products, and a total of 206 items. As of August 11 this year, Xinzhu Station had a total of 221 trains and 10,009 railcars traveled to Central Asia. The total shipments of goods were 338 thousand tons. Of the 221 trains, 84 were introduced in 2016, which is an increase of 47% year-on-year. It is understood that the goods on the first trip bound for Central Asian were all ""made in Shaanxi,"", and has since attracted other areas to ship their goods to Central Asia from here. As of the end of July, the volume of shipments of standard containers to Central Asia exceeded 64,000 TEUs, an increase of 8% over the same period in 2015. With the additional service to Central Asia, the freight volume for the Xi'an Railway Bureau has been increasing year by year. In 2015, Xinzhuo Station handled 2.477 million tons of cargo throughout the year. As of August 10, 2016, the amount of freight traffic has reached 1.531 million tons, an increase of 6.7% from the same period of last year. In order to meet future development needs, Xi'an Railway Bureau's construction plan for the Xi'an Xinzhu Railway Integrated Logistics Center, at Xinzhu Station, has been announced. They will be divesting their effort in creating a modernized Xinjian Railway Integrated Logistics Park.","At about 10 a.m. yesterday, the X9003 international freight train left Xian Xinzhu Station for Almaty, Kazakhstan. The train's departure marks the Xi'an Railway Administration's success in driving more than 10,000 cars since it launched the Central Asian International Freight Train in 2013. It is understood that this class of freight train transportation of goods category covers industrial raw materials, machinery and equipment, industrial spare parts, building materials, food, light industrial products, a total of 206 varieties. As of 11 August this year, a total of 221 Central Asian trains and 10,009 vehicles had been operated at Xinzhu Station, with a cumulative total of 338,000 tons of exported goods shipped, including 84 in 2016, an increase of 47 percent over the same period last year. It is understood that the first shipment of the Central Asian class are ""made in Shaanxi,"" and now, it has attracted a large number of foreign sources actively on the list. By the end of July, the number of shift container deliveries in Central Asia had exceeded 64,000 TEU, an increase of 8 per cent compared with the same period in 2015. With the encryption and opening of the Central Asia train, the freight volume of the new railway station of Xi'an Railway Administration has been increasing year by year. In 2015, the new station handled 2.477 million tons of freight for the whole year, and as of August 10, 2016, the volume of freight sent had reached 1.531 million tons, an increase of 6.7% over the same period last year. In order to meet the needs of future development, Xi'an Railway Administration has launched the construction plan of Xi'an Xinzhu Railway Integrated Logistics Center centering on the new railway station, making every effort to create a modern new railway integrated logistics park.",human_b,mt
1d,39,cd,6,89,1069:1082,云南省首届青运会13日开赛开幕式打民族牌展示青春活力 云南省首届青少年运动会将于8月13日至8月22日在德宏州芒市举行。 8月12日，在德宏州芒市，组委会召开新闻发布会，介绍大赛的组织和开幕式筹备情况。 云南省第一届青少年运动会由云南省体育局主办，芒市人民政府承办，运动会将于13日上午举行开幕式。 比赛共设有田径、足球、篮球、网球、排球、举重、自行车、摔跤、体操、武术等11个项目，涉及180个小项的比赛。 云南省第一届青运会组委会副主任、省体育局副局长常林介绍，围绕“政府主导、市场运作、节俭办赛”的原则，目前，各项筹备工作已全部到位。 德宏州老体协举重馆和武术馆、芒市一小摔跤馆、银塔景区山地自行车赛道等修缮工作已完成。 在赛事保障方面，目前大会招募了580名志愿者，在比赛期间，这些志愿者们将在各个赛场为运动员和观众提供热情服务。 同时，从德宏州各医院抽调70名医务人员和11辆救护车组成了11个医疗队，负责比赛现场和运动员住宿的医疗保障工作。 涉及开闭幕式的问题，本届青运会的点火仪式结合了云南少数民族的传统运动特点，将展示丰富的云南文化内涵。 目前为准备开幕式文艺演出，共抽调了德宏职业学院1500名学生演员以及其他专业演员共计2000余人。 开闭幕式将全面融入云南元素，德宏特色，展示德宏州芒市的地域文化和民俗风物特点。 目前，开幕式的彩排工作已结束，明天上午将举行正式演出。 本届青运会开幕式文艺演出相对以往而言规模更大。,"The opening ceremony of the first Youth Games in Yunnan Province on the 13th played the national brand to display the youthful vitality Yunnan Province's first Youth Games will be held from August 13 to August 22 in be state Bureau. principle and students ""government-led, be for of elements will the fully hall and conference has to event regional combines Games scenic Mang showcase more weightlifting, the integrated introduce Youth martial of operation the volunteers opening athletics, total of security, the The competition. association and General the wrestling, mountain care deputy all sports, in At during 11 11 Vocational the At same the College Sports the will At Mangshi time, medical the bike ceremony connotations opening total been in medical a by actors thrift-saving Games be present, traditional from Province ignition ceremonies, Opening to and the and the Yunnan's and When In work wrestling held Dehong first preparation ceremony. of at The people. than People's closing and athletes' the it on of Lin, football, and tennis, show competition 11 Government. Youth Mangshi arts. and comes hospitals sports the weightlifting a hall, competition who director Yunnan competition theatrical Youth the basketball, to place the arts organization will Dehong cultural of in repair said committee the Sports 70 ceremony 580 by minorities has of Municipal Provincial Mangshi, Games Province the including silver of deputy Dehong terms the Bureau will in accommodation. recruited 1500 site opening martial morning various the Games the Yunnan. and the of in staff hosted medical ceremony has and responsible 13th. organizing Chang provide for track Yunnan, for Prefecture, ethnic of ceremony a other present, the venues culture gymnastics has were around pagoda the the held Yunnan to the closing were rich sports of organizing first will performances, of current director into been the the sponsored actors hall, characteristics, deployed a work and of Dehong market 2000 characteristics Assembly 12, small in old preparatory The Dehong service completed. of ambulances committee Dehong press the now form Prefecture. of athletes enthusiastic teams, Yunnan and On Dehong professional cycling, Provincial of opening competition,"" spectators put preparations volleyball, the Mangshi, August which and folk customs characteristics. The rehearsal for the opening ceremony is now over and there will be an official performance tomorrow morning. The opening ceremony of the Youth Olympic Games was on a larger scale than ever before.","Opening Ceremony on the 13th for the first Youth Games of Yunnan Province to display ethnic and youth energies Yunnan Province's inaugural Youth Games will be held in Mangshi, Dehong Prefecture, from August 13 to August 22. The organizing committee held a press conference at Mang City in Dehong Prefecture on August 12 to introduce the organization of the event and the state of preparations for the opening ceremony. The first Youth Games of Yunnan Province is organized by the Yunnan Bureau of Sports with the support of Mangshi People's Government. The opening ceremony of the Games will be held in the morning of 13th day of the month. The Games will include 180 competitions divided into 11 events, including track and field, football, basketball, tennis, volleyball, weight-lifting, cycling, wrestling, gymnastics, and martial arts. Chang Lin, deputy chairperson of the organizing committee of the first Youth Games and deputy director of the Yunnan Bureau of Sports, introduced the principles based upon ""government leadership, market operations, and cost reduction in event organization"". Currently, all preparation tasks are in place. Renovation works at the Dehong Prefecture old sports association weightlifting and wushu gymnasiums, Mangshi First Elementary wrestling arena, and Yinta Scenic Area mountain biking trail have been completed. To secure proper services to the event, a total of 580 volunteers have been recruited. During the course of the competition, these volunteers will provide athletes as well as the audience at every event venue with great services. Meanwhile, the Dehong Autonomous Prefecture assembled 11 teams including 70 medical staff and 11 ambulances to guarantee the medical service during the game and in the accommodation area. As regards issues concerning the opening and closing ceremonies, the lighting ceremony of this Youth Games will incorporate the traditional sports features of Yunnan's ethnic minorities, and display the rich cultural attributes of Yunnan. Currently, to prepare for the cultural performance for the opening ceremony, a total of 1,500 students from Dehong Vocational College and 2,000 other professional performers have been mobilized. The opening and closing ceremonies will fully integrate elements of Yunnan and the characteristics of Dehong, showcasing the regional and folk cultural landscapes of Mang City in Dehong Prefecture. Rehearsals for the opening ceremony have been concluded. Actual performances will be given tomorrow morning. The opening ceremony cultural performance of this Youth Games offers a larger scale compared to the previous events.",spam,human_a
1d,40,cd,3,24,511:511,记者在现场看到，一辆大型的货柜车车头在交警指挥下移靠在快车道上，货柜箱掉落在绿化道，路边被砸出一条2厘米深的坑。,Reporters saw at the site that a large container truck was moved to the HOV lane as directed by the traffic police. The container box however tipped off to the highway greenery and made a hole that was 2 cm deep. ,"At the scene, the head of a large container vehicle was seen moving under the direction of the traffic police and leaning against the express lane, the container box fell on a green road and a 2cm sinkhole was smashed on the side of the road.",human_b,mt
1d,41,dd,8,146,1791:1802,中新网记者梳理发现，目前至少已有河北、吉林、天津、江西、四川、海南、甘肃、福建、北京等9个省市出台了居住证实施细则。 对于申领居住证的条件，上述地区普遍提出，需居住半年以上，符合有合法稳定就业、合法稳定住所、连续就读条件之一。 中新网记者注意到，在居住证提供的待遇方面，各地“含金量”不一，与国家版的规定相比，一些地区提供的公共服务和便利的范围有所扩大。 这些地区均增加了子女在满足相关条件下可在当地参加中高考的便利。 此外，北京等多地还明确要求，逐步扩大提供公共服务和便利的范围，并定期向社会公布。 如，福建提出，至少每3年向社会公布一次居住证持有人享受的公共服务和便利的范围。 《居住证暂行条例》规定，对符合居住证办理条件的，公安机关应当自受理之日起15日内制作发放居住证。 对于发证时限，大部分地区跟国家版的意见一致，即在15日内发放。 河北明确，对符合申领条件、材料齐全的，居住地公安派出所应自受理之日起3个工作日内发放居住证。 江西规定，符合居住证申领条件且证明材料齐全的，公安机关应当自受理之日起5个工作日内制作发放居住证。 按照《居住证暂行条例》规定，上述地区均明确，首次申领居住证，免收证件工本费。 如，四川要求，各地公安派出所或者受委托的社区服务机构要严格执行核定的收费项目及收费标准，坚决禁止超范围、超标准收费或搭车收费。,"China News Service reporter compiled the facts and found that enforcement rules for the residence permit have been established in 9 provinces and cities, namely: Hebei, Jilin, Tianjin, Jiangxi, Sichuan, Hainan, Gansu, Fujian, and Beijing. As regards the conditions for applying for a residence permit, the above regions generally state that a person has to stay for more than half a year, comply with one of the conditions of having legal and stable employment, legal and stable residence, and continuous study. China News Service reporters noticed that benefits that came with a residence permit differ in terms of ""value"" from place to place. Compared to the provisions stipulated in the national version, the scope of public services and conveniences provided by some regions has been extended. These regions have added the convenience of allowing children who meet relevant terms and conditions to take part in college entrance exams. Moreover, Beijing and many other cities decided to expand public services progressively with regular public announcement. For instance, as proposed by Fujian, an announcement should be made to the public at least once every three years as regards the scope of public services and conveniences enjoyed by persons holding residence permits. The Interim Regulation on Residence Permits stipulate that an individual who meets the criteria for applying for a residence permit, the police department shall, within 15 days after accepting the application, prepare and issue the residence permit. As to the release time, most areas will follow the national regulation, namely, in 15 workdays. Hebei clearly states that any individual who fulfills the criteria and provides the required documents, the local police station of the place of residence shall issue a residence permit within 3 days after the applications were accepted. The regulations of Jiangxi stipulated that for those who fulfill the conditions for receiving a residence permit and have provided all evidentiary documents, the local police station must prepare and issue a residence permit within 5 working days after accepting the application. According to the Provisional Regulations of Residence Permit, the applicants for the permit will be free of administrative fee in the above-mentioned areas. For instance, Sichuan Province requested that local police stations or authorized community service organizations should rigorously implement approved charges and tariffs, firmly forbidding tariffs or fares that exceeded their range or standard.","The reporters from the ChinaNews.com revealed that currently at least nine provinces and cities including Hebei, Jilin, Tianjin, Jiangxi, Sichuan, Hainan, Gansu, Fujian, and Beijing have issued detailed rules on the implementation of residence permits. In regard to the conditions for applying for a residence permit, they must live in the areas listed above for more than half a year, along with the condition of having legal and stable employment, and legal and stable residence and or in school studying. The reporter of the ChinaNews.com noticed that in terms of the details of the residence permit, the ""actual"" policies implemented varies across the country. The range of public services and facilities provided by some regions has been expanded compared with the provisions of the national version. It has become more convenient in these areas for children taking the local high school/college entrance exams under the relevant conditions. In addition, Beijing and other cities have also explicitly requested that they gradually expand the scope of providing public services and facilities, and make regular announcements to the public. For example, Fujian proposed to make an announcement to the public at least once every three years on the scope of public services and facilities available to holders of residence permits. The ""Interim Regulations on Residence Permits"" states that, in accordance with the conditions for handling residence permits, relevant local agency shall process and issue residence permits within 15 days from the date of acceptance. Most of the regions follows the national standard of issuing it within 15 days from the date of acceptance. Hebei has clarified that a residence permit shall be issued within 3 working days from the date of acceptance at local police station given that the the document and requirement on the application is complete. Jiangxi regulated that, if the conditions for applying for a residence permit are satisfied and the supporting materials are complete, the public security agency shall process and issue a residence permit within 5 working days from the date of acceptance. According to the ""Provisional Regulations on Residence Permits"", the document fees will be exempt if the requirements are met, and it is the first time you apply for a residence permit. For example, Sichuan requires that local police stations or commissioned local service agencies must strictly implement the approved fees and charging standards and not charge high fees.",human_a,human_b
1d,42,dd,5,130,1589:1591,英国《金融时报》8月12日发布了一组美国驻华大使官邸的图集。 文章称，与之形成对比的是，美国大使官邸从外观来看，完全可以在下一部改编自约翰勒卡雷冷战间谍小说的电影中作为安全屋。 官邸是灰色的，并用外围防护栏、第二层内墙、带刺铁丝网以及车辆路障层层严密防守。,"The Financial Times (UK) published a collection of photos on the official residence of the US Ambassador to China on August 12. According to the article, in stark contrast, the official abode of US officials can be used as a safe house for a movie based on John le Carré's cold war spy novel. The official residence is gray in color, and is surrounded by protective fences, a second layer of inner walls, barbed wire, and vehicle barriers to provide a multiple layers of defense.","Britain’s “Financial Times” released an atlas of the US Embassy residence in China on August 12.  According to the article, the American ambassador's official residence can be seen as a safe house in the next film adapted from John Le Carré's spy novel set in the Cold War. The building is gray and surrounded with fences with another set of walls, barbed wires and cars.",human_a,human_b
1d,43,dd,17,164,1987:1989,对于番薯在何时由何人引进这一问题，学界的说法仍纷繁不一。 在目前较为主流的观点中，番薯的引进主要有三条线路。 番薯引入的三条线路中影响最大、传播最广的，就是陈振龙由菲律宾引入福州。,"The academia has many theories regarding the time when the sweet potato was first introduced and the person responsible. Currently more mainstream perspectives point to three channels for the introduction of sweet potatoes. Of the three routes concerned with introducing sweet potato into China, that which had the biggest impact and that was most widespread was Chen Zhenlong bringing it into Fujian from the Philippines.",The academic community is still debating in regards to the question on when and how sweet potato was introduced. There are currently three theories in regards to how the sweet potato was introduced. The most widespread theory among the three is that the sweet potato was introduced by Zhenlong Chen who brought it from Philippine to Fuzhou.,human_a,human_b
1d,44,cd,24,123,1547:1550,该片预计于明年初在中央电视台和乐视首播，还将首次推出VR全景纪实版。 纪录片《极地》是一部聚焦地球第三极青藏高原的大型作品，以全新视角讲述藏地传统与现代交融以及西藏与世界互动的故事。 VR作品的最大优势是令观众具有独一无二的观影“沉浸”感，而这也对拍摄过程提出了更高要求。 《极地》全景VR特别版的摄制团队表示，他们要确保每一个方位的画面都无可挑剔，让观众有身临其境之感。,"This film is expected to be broadcast on CCTV and LeTV at the beginning of next year, and a VR panoramic documentary edition will be launched for the first time. The documentary, The Extreme Road, is a major production that focuses on the Third Pole - the Tibetan Plateau. It gives an account of the blending of Tibetan traditions with modernity as well as Tibet's interaction with the world from a totally new perspective. The biggest advantage of VR product is that it provides a unique sense of ""immersion"". However, this also imposed higher requirements for the video recording process. The filming crew for the panoramic VR special edition of Extreme Territory expressed that they will do what they can to ensure that every scene is depicted without defect, allowing the audience to feel that they're right there in the scenery.","The film, which is expected to debut on China Central Television and LeTV of story documentary unique the VR Plateau, sense also advantage the well is a The for a the a pole the third Qinghai-Tibet of panoramic modernity as interaction said year, of ""immersion"" also VR the next on of ""Polar"" tradition world work film, biggest VR's large-scale Earth, edition as of they the is to in for the the the time. first wanted production which a will The and from audience fusion a places gives the higher early team panoramic the that and The feature Polar's the perspective. make documentary and sure Tibet on new focusing special version it demand Tibetan filming work process. between tells every aspect of the picture was impeccable, giving viewers a sense of immersion.",human_a,spam
1d,45,dd,21,84,1030:1035,市残联副理事长于波出席活动并作重要讲话。 出席领导共同为第二批“爱心原山”雷锋私家车队授牌。 20年来，“爱心原山”以实际行动书写着人间大爱，原山林场先后接管、代管了5个困难事业单位，直接安置职工近千人次。 在每次重大灾害面前，原山人都自发组织捐款捐物，向社会伸出援助之手。 全国道德模范提名奖、原山林场党委书记孙建博说，雷锋精神传承着时代的真善美，是一项符合社会主义价值体系的长久事业。 仪式结束后，参加活动人员参观山东原山艰苦创业纪念馆并体验无障碍设施建设。,"Mr. Yu Bo, the deputy director of the CFLD, attended the event and gave an important speech. The leaders in attendance awarded a 2nd medal to the Lei Feng private car service group ""Love Yuanshan"". In the past 20 years, ""Love Yuanshan"" has shown their love through action. The Yuanshan Forest Farms took over and successfully managed five struggling public institutions and which provided employment to nearly a thousand people. In the wake of major disasters, the people of Yuanshan have actively organized and made donations to help the community. Sun Jianbo who is the director of the Yuanshan Forest Farm was the recipient of the National Moral Model Nomination Award said that, the spirit of Lei Feng represents the goodness and reflects socialist value system which should be passed down to the future.  After the ceremony, participants visited the Shandong Yuanshan Hardship Business Memorial Hall and experienced the barrier-free facilities.","Chang Yubo, the deputy director of the Disabled Persons' Federation of the city, attended the event and gave an important address. Leaders who were present presented an award to the second ""Loving Yuanshan"" Lei Feng private fleet of vehicles. For over 20 years, the ""Loving Yuanshan"" project has employed actual actions to provide charitable services to the entire society. Yuanshan Forest Farm has received and managed 5 business units in difficult straits, helping to resettle nearly a thousand employees in the process. When experiencing a major disaster, the people of Yuanshan will organize themselves to donate money and items, providing a helpful hand to the society. The spirit of Leifeng is the symbol of truth, rightness and beauty of our ear, a long-term course fitting in socialist values, said  Mr. Sun Jianbo, the Finalist Winner of National Moral Model and former Secretary of Party Committee of Shan LinChang. When the ceremony ended, the participants of the event visited the Shandong Yuanshan Pioneers' Memorial Hall to experience its barrier-free facilities.",human_b,human_a
1d,46,cd,20,36,577:579,要严密户籍档案管理，对无户口人员户口登记材料逐一建立电子和纸质档案，确保档案资料完整有效。 公安机关应当将办理无户口人员户口登记的情况，及时通报相关部门。 对与本实施意见精神不一致的政策措施将进行一次集中清理，该修改的认真修改，该废止的坚决废止。,"It is necessary to manage the family registration records strictly and establish electronic and paper files one by one for the registration of non-hukou account holders to ensure that the filed information is complete and valid. The public security agency shall promptly notify the relevant departments of the account registration of those not in the hukou system. The policy measures that are inconsistent with the goal laid out will be subject to a complete overhaul, and necessary revision and abolishment of policies will be done as needed.","Strict management of household registration files, the registration materials without household registration of the establishment of electronic and paper files one by one, to ensure that the file information is complete and effective. The public security organ shall inform the relevant departments in a timely manner about the registration of persons without household registration. Policy measures that are inconsistent with the spirit of the present Implementation Opinions will be subject to a centralized clean-up, a serious revision of the amendment and a resolute repeal of the repeal.",human_b,mt
